apps/erpnext/erpnext/accounts/doctype/account/account.py +95,Account with existing transaction cannot be converted to ledger,لا يمكن تحويل حساب جرت عليه أي عملية إلى حساب دفتر أستاذ
apps/erpnext/erpnext/config/non_profit.py +33,Memebership Type Details,تفاصيل نوع العضوية
DocType: Delivery Note,Customer's Purchase Order No,رقم طلب الشراء الصادر من العميل
DocType: Budget,Budget Against,الموازنه مقابل
DocType: Employee,Cell Number,رقم الموبيل
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py +445,There's no employee for the given criteria. Check that Salary Slips have not already been created.,ليس هناك موظف بالمعايير المعطاه. يرجي التحقق من أن كشوف مفردات المرتب لم يتم إنشائها بالفعل.
apps/erpnext/erpnext/stock/reorder_item.py +190,Auto Material Requests Generated,إنشاء طلب مواد تلقائي
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation_list.js +7,Lost,ضائعة
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +150,You can not enter current voucher in 'Against Journal Entry' column,لا يمكنك إدخال المستند الحالي مقابل عامود مقابل قيد يوميه
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js +50,Reserved for manufacturing,محجوزة للتصنيع
DocType: Soil Texture,Sand,رمل
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +25,Energy,طاقة
DocType: Opportunity,Opportunity From,فرصة بيع من
apps/erpnext/erpnext/config/hr.py +98,Monthly salary statement.,كشف المرتبات الشهري.
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +881,Row {0}: {1} Serial numbers required for Item {2}. You have provided {3}.,الصف {0}: {1} أرقام السيريال مطلوبة للصنف {2}.لقد قدمت {3}.
apps/erpnext/erpnext/restaurant/doctype/restaurant_order_entry/restaurant_order_entry.py +79,Please select a table,يرجى تحديد جدول
DocType: BOM,Website Specifications,خصائص الموقع الإلكتروني
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.py +78,{0} is an invalid email address in 'Recipients',{0} هو عنوان بريد الكتروني غير صالح في المستلمين
DocType: Special Test Items,Particulars,خصائص
apps/erpnext/erpnext/config/healthcare.py +143,Antibiotic.,مضاد حيوي.
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +24,{0}: From {0} of type {1},{0}: من {0} من نوع {1}
DocType: Warranty Claim,CI-,CI-
apps/erpnext/erpnext/controllers/buying_controller.py +292,Row {0}: Conversion Factor is mandatory,الصف {0}: معامل التحويل إلزامي
DocType: Student,A+,+A
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +326,"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}",قواعد أسعار متعددة موجود بنفس المعيار، يرجى حل المشكلة عن طريق تعيين الأولوية. قواعد السعر: {0}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +504,Cannot deactivate or cancel BOM as it is linked with other BOMs,لا يمكن تعطيل أو إلغاء البوم لإنها مرتبطة مع بومات اخرى
DocType: Asset,Maintenance,صيانة
DocType: Item Attribute Value,Item Attribute Value,قيمة السمة المميزة للصنف
DocType: Item,Maximum sample quantity that can be retained,الحد الأقصى لكمية العينة التي يمكن الاحتفاظ بها
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +393,Row {0}# Item {1} cannot be transferred more than {2} against Purchase Order {3},الصف {0} # الصنف {1} لا يمكن تحويل أكثر من {2} مقابل طلب الشراء {3}
apps/erpnext/erpnext/config/selling.py +158,Sales campaigns.,حملات الترويج للمبيعات
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +117,Make Timesheet,إنشاء جدول ساعات العمل
DocType: Sales Taxes and Charges Template,"Standard tax template that can be applied to all Sales Transactions. This template can contain list of tax heads and also other expense / income heads like ""Shipping"", ""Insurance"", ""Handling"" etc.

#### Note

The tax rate you define here will be the standard tax rate for all **Items**. If there are **Items** that have different rates, they must be added in the **Item Tax** table in the **Item** master.

#### Description of Columns

1. Calculation Type: 
    - This can be on **Net Total** (that is the sum of basic amount).
    - **On Previous Row Total / Amount** (for cumulative taxes or charges). If you select this option, the tax will be applied as a percentage of the previous row (in the tax table) amount or total.
    - **Actual** (as mentioned).
2. Account Head: The Account ledger under which this tax will be booked
3. Cost Center: If the tax / charge is an income (like shipping) or expense it needs to be booked against a Cost Center.
4. Description: Description of the tax (that will be printed in invoices / quotes).
5. Rate: Tax rate.
6. Amount: Tax amount.
7. Total: Cumulative total to this point.
8. Enter Row: If based on ""Previous Row Total"" you can select the row number which will be taken as a base for this calculation (default is the previous row).
9. Is this Tax included in Basic Rate?: If you check this, it means that this tax will not be shown below the item table, but will be included in the Basic Rate in your main item table. This is useful where you want give a flat price (inclusive of all taxes) price to customers.","نموزج الضرائب القياسية التي يمكن تطبيقها على جميع عمليات البيع. يمكن أن يحتوي هذا النموزج قائمة رؤساء الضريبية، وكذلك غيرهم من رؤساء حساب / الدخل مثل ""شحن""، ""التأمين""، ""معالجة""، وغيرها 

 #### ملاحظة 

 معدل الضريبة الذي يتم تعريفه هنا سوف يكون معدل الضريبة الموحد لجميع الأصناف ** **. إذا كانت هناك أصناف ** ** لها معدلات مختلفة، فيجب إضافتها في جدول * ضرائب الصنف ** في جدول الصنف ** ** الماستر.

 #### وصف الأعمدة 

 1. العملية الحسابية: 
 - وهذا يمكن أن يكون على ** صافي الإجمالي ** (وهذا هو مجموع القيمة الأساسية).
 - ** في الصف السابق الإجمالي / القيمة ** (للضرائب أو الرسوم التراكمية). إذا قمت بتحديد هذا الخيار، سيتم تطبيق الضريبة كنسبة مئوية من الصف السابق (في الجدول الضرائب) قيمة أو إجمالي.
 - ** ** الفعلية (كما تم ذكرها).
 2. حساب الأستاذ: حساب دفتر الأستاذ والذي بموجبه سيتم حجز هذه الضريبة 
 3. مركز التكلفة: إذا الضرائب / الرسوم هو دخل (مثل الشحن) أو مصروف فإنه يحتاج إلى أن يتم الحجز مقابل مركز التكلفة.
 4. الوصف: وصف الضريبية (التي ستتم طباعتها في الفواتير / عروض الأسعار).
 5. معدل: معدل الضريبة.
 6. المبلغ: مبلغ الضرائب.
 7. المجموع: مجموعه التراكمي لهذه النقطة.
 8. أدخل الصف: إذا كان على أساس ""إجمالي الصف السابق"" يمكنك تحديد رقم الصف الذي سيتم إتخاذه كقاعدة لهذه العمليةالحسابية (الوضع الإفتراضي هو الصف السابق).
 9. هل هذه الضريبة متضمنة في السعر الأساسي؟: إذا قمت بتحديد هذا، فهذا يعني أنه لن يتم عرض هذه الضريبة أسفل الجدول الصنف، ولكن سوف تدرج في السعر الأساسي في الجدول الصنف الرئيسي الخاص بك. وهذا مفيد عندما تريد إعطاء سعر موحد (شامل لجميع الضرائب) للعملاء."
DocType: Employee,Bank A/C No.,رقم الحساب المصرفي.
DocType: Bank Guarantee,Project,المشروع
DocType: Quality Inspection Reading,Reading 7,قراءة 7
apps/erpnext/erpnext/stock/doctype/material_request/material_request_list.js +9,Partially Ordered,مطلوب جزئيا
DocType: Lab Test,Lab Test,تحليل المعمل
DocType: Expense Claim Detail,Expense Claim Type,نوع  المطالبة  بالمصروفات
DocType: Shopping Cart Settings,Default settings for Shopping Cart,الإعدادات الإفتراضية لسلة التسوق
apps/erpnext/erpnext/healthcare/doctype/physician_schedule/physician_schedule.js +26,Add Timeslots,إضافة فرغات وقت
apps/erpnext/erpnext/assets/doctype/asset/depreciation.py +138,Asset scrapped via Journal Entry {0},الأصول تم تخريدها عبر إدخال قيد اليومية {0}
DocType: Employee Loan,Interest Income Account,حساب إيرادات فائدة قروض الموظفين
apps/erpnext/erpnext/non_profit/doctype/grant_application/grant_application.py +58,Review Invitation Sent,تم إرسال دعوة المتابعة
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +13,Biotechnology,التكنولوجيا الحيوية
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +109,Office Maintenance Expenses,مصروفات صيانة المكاتب
apps/erpnext/erpnext/utilities/user_progress.py +51,Go to ,إذهب إلى
apps/erpnext/erpnext/config/learn.py +47,Setting up Email Account,إعداد حساب البريد الإلكتروني
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.js +114,Please enter Item first,الرجاء إدخال الصنف أولا
DocType: Asset Repair,Downtime,زمن التعطل/ مدة التوقف
DocType: Account,Liability,الخصوم
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +234,Sanctioned Amount cannot be greater than Claim Amount in Row {0}.,لا يمكن أن يكون المبلغ المقرر صرفه أكبر من مبلغ المطالبة في الصف {0}.
DocType: Salary Detail,Do not include in total,لا تدرج في المجموع
DocType: Company,Default Cost of Goods Sold Account,الحساب الافتراضي لتكلفة البضائع المباعة
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +964,Sample quantity {0} cannot be more than received quantity {1},كمية العينة {0} لا يمكن أن تكون أكثر من الكمية المستلمة {1}
apps/erpnext/erpnext/stock/get_item_details.py +362,Price List not selected,قائمة الأسعار لم يتم تحديدها
DocType: Employee,Family Background,معلومات عن العائلة
DocType: Request for Quotation Supplier,Send Email,إرسال بريد إلكتروني
apps/erpnext/erpnext/stock/doctype/item/item.py +218,Warning: Invalid Attachment {0},تحذير: مرفق غير صالح {0}
DocType: Item,Max Sample Quantity,الحد الأقصي لكمية العينة
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +764,No Permission,لا يوجد تصريح أمني
apps/erpnext/erpnext/hub_node/page/hub/hub.js +438,Quote Requested,مطلوب عرض أسعار
DocType: Vital Signs,Heart Rate / Pulse,معدل ضربات القلب / النبض
DocType: Company,Default Bank Account,حساب البنك الإفتراضي
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +50,"To filter based on Party, select Party Type first",للفلترة علي أساس الطرف المتعامل، حدد نوع الطرف المتعامل أولاً
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +48,'Update Stock' can not be checked because items are not delivered via {0},تحديث المخزون لايمكن التأشير عليها لأن الأصناف لم يتم تسليمها من خلال {0}
DocType: Vehicle,Acquisition Date,تاريخ شراء السيارة
apps/erpnext/erpnext/utilities/user_progress.py +143,Nos,أعداد
DocType: Item,Items with higher weightage will be shown higher,الأصناف ذات الوزن النسبي المرجح الأعلي سوف تظهر بالأعلى
apps/erpnext/erpnext/healthcare/doctype/patient/patient_dashboard.py +14,Lab Tests and Vital Signs,التحاليل المعملية و المؤشرات الحيوية
DocType: Bank Reconciliation Detail,Bank Reconciliation Detail,تفاصيل التسويات البنكية
apps/erpnext/erpnext/controllers/accounts_controller.py +593,Row #{0}: Asset {1} must be submitted,الصف # {0}: الأصل {1} يجب تسجيله
apps/erpnext/erpnext/hr/doctype/leave_control_panel/leave_control_panel.py +40,No employee found,لم يتم العثور علي موظف
DocType: Subscription,Stopped,توقف
DocType: Item,If subcontracted to a vendor,إذا كنت تقوم بتوريد مواد خام لمورديك لتصنيع هذا الصنف من الباطن
apps/erpnext/erpnext/education/doctype/student_group/student_group.js +111,Student Group is already updated.,تم تحديث مجموعة الطالب بالفعل.
DocType: SMS Center,All Customer Contact,جهات الإتصال لجميع العملاء
DocType: Land Unit,Tree Details,تفاصيل الشجرة
DocType: Training Event,Event Status,حالة الحدث
DocType: Volunteer,Availability Timeslot,توفر فراغات وقت
,Support Analytics,تحليلات الدعم
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py +352,"If you have any questions, please get back to us.",إذا كان لديك أي أسئلة، يرجى الإتصال بنا.
DocType: Item,Website Warehouse,مخزن الموقع الألكتروني
DocType: Payment Reconciliation,Minimum Invoice Amount,الحد الأدنى لقيمة الفاتوره
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +111,{0} {1}: Cost Center {2} does not belong to Company {3},{0} {1}: مركز التكلفة {2} لا ينتمي إلى شركة {3}
apps/erpnext/erpnext/utilities/user_progress.py +89,Upload your letter head (Keep it web friendly as 900px by 100px),حمل رأس الرسالة (حافظ على سهولة إستخدام الويب كـ 900 بكسل × 100 بكسل)
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +88,{0} {1}: Account {2} cannot be a Group,{0} {1}: الحساب {2} لا يمكن أن يكون مجموعة
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +63,Item Row {idx}: {doctype} {docname} does not exist in above '{doctype}' table,صف الصنف {IDX}: {DOCTYPE} {DOCNAME}  غير موجود في جدول {DOCTYPE} أعلاه
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +291,Timesheet {0} is already completed or cancelled,كشف ساعات العمل {0} بالفعل منتهي أو ملغى
apps/erpnext/erpnext/templates/pages/projects.html +42,No tasks,لايوجد مهام
DocType: Item Variant Settings,Copy Fields to Variant,نسخ الحقول إلى متغير
DocType: Asset,Opening Accumulated Depreciation,مجمع الإهلاك الإفتتاحي
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.js +49,Score must be less than or equal to 5,يجب أن تكون النتيجة أقل من أو يساوي 5
DocType: Program Enrollment Tool,Program Enrollment Tool,أداة التسجيل بالبرنامج
apps/erpnext/erpnext/config/accounts.py +335,C-Form records,سجلات الجمارك النموذج - س
apps/erpnext/erpnext/config/selling.py +311,Customer and Supplier,العميل و المورد
DocType: Email Digest,Email Digest Settings,إعدادات الإيميل لملخصات العمليات المرسله عبر الإيميل
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py +354,Thank you for your business!,شكرا لك على عملك!
apps/erpnext/erpnext/config/support.py +12,Support queries from customers.,إستفسارات و أسئلة الدعم الفني من العملاء.
DocType: Setup Progress Action,Action Doctype,حركة و عمل الدوكتيب
,Production Order Stock Report,تقرير المخزون لأمر الإنتاج
apps/erpnext/erpnext/config/healthcare.py +148,Sensitivity Naming.,تسمية الحساسية.
DocType: HR Settings,Retirement Age,سن التقاعد
DocType: Bin,Moving Average Rate,سعر المتوسط المتحرك
DocType: Production Planning Tool,Select Items,حدد الأصناف
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +370,{0} against Bill {1} dated {2},{0} مقابل الفاتورة {1} بتاريخ {2}
apps/erpnext/erpnext/utilities/user_progress.py +24,Setup Institution,إعداد المؤسسة
DocType: Program Enrollment,Vehicle/Bus Number,رقم السيارة / الباص
apps/erpnext/erpnext/education/doctype/course/course.js +17,Course Schedule,الجدول الزمني للمقرر
DocType: Request for Quotation Supplier,Quote Status,حالة التسعيرة
DocType: Maintenance Visit,Completion Status,حالة الإكتمال أو الإنجاز
DocType: HR Settings,Enter retirement age in years,أدخل سن التقاعد بالسنوات
DocType: Crop,Target Warehouse,المخزن المستهدف
DocType: Payroll Employee Detail,Payroll Employee Detail,تفاصيل مرتب الموظف
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js +128,Please select a warehouse,يرجى تحديد مخزن
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.py +88,Please setup numbering series for Attendance via Setup &gt; Numbering Series,يرجى إعداد سلسلة الترقيم للحضور عن طريق إعداد سلسلة الترقيم
DocType: Cheque Print Template,Starting location from left edge,إبدأ الموقع من الحافة اليسرى
DocType: Item,Allow over delivery or receipt upto this percent,نسبة السماح بالذيادة عن حد الإستلام أو التسليم للصنف
DocType: Stock Entry,STE-,STE-
DocType: Upload Attendance,Import Attendance,إستيراد ملف الحضور
apps/erpnext/erpnext/public/js/pos/pos.html +113,All Item Groups,جميع مجموعات الأصناف
apps/erpnext/erpnext/accounts/report/profit_and_loss_statement/profit_and_loss_statement.py +39,Net Profit / Loss,صافي الربح / الخسارة
apps/erpnext/erpnext/config/setup.py +89,Automatically compose message on submission of transactions.,إنشاء رسالة تلقائياً عند تسجيل العملية.
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py +201,Please set Naming Series for {0} via Setup &gt; Settings &gt; Naming Series,يرجى تعيين سلسلة الترقيم ل {0} عبر إعداد إعدادات سلسة الترقيم
DocType: Production Order,Item To Manufacture,الصنف المراد تصنيعه
apps/erpnext/erpnext/buying/utils.py +80,{0} {1} status is {2},{0} {1} الحالة هي {2}
DocType: Water Analysis,Collection Temperature ,درجة حرارة العينة
DocType: Employee,Provide Email Address registered in company,تقديم عنوان الإيميل المسجل في شركة
DocType: Shopping Cart Settings,Enable Checkout,تفعيل الدفع
apps/erpnext/erpnext/config/learn.py +202,Purchase Order to Payment,من طلب الشراء إلي الدفع
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js +48,Projected Qty,الكمية المتوقعة
DocType: Sales Invoice,Payment Due Date,تاريخ استحقاق السداد
DocType: Drug Prescription,Interval UOM,الفاصل الزمني لوحدة القياس
apps/erpnext/erpnext/stock/doctype/item/item.js +489,Item Variant {0} already exists with same attributes,متغير الصنف {0} موجود بالفعل مع نفس السمات المميزة
DocType: Item,Hub Publishing Details,تفاصيل محور النشر
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py +115,'Opening','إفتتاحي'
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +130,Open To Do,مهام التنفيذ المفتوحة
DocType: Notification Control,Delivery Note Message,رسالة إذن تسليم بضاعة
DocType: Lab Test Template,Result Format,فورمات النتيجة
DocType: Expense Claim,Expenses,المصروفات
DocType: Delivery Stop,Delivery Notes,إذون تسليم البضاعة
DocType: Item Variant Attribute,Item Variant Attribute,السمة المميزة لمتغير الصنف
,Purchase Receipt Trends,ترندات أذون إستلام المشتريات
DocType: Payroll Entry,Bimonthly,نصف شهري
DocType: Vehicle Service,Brake Pad,تيل الفرامل
DocType: Fertilizer,Fertilizer Contents,مكونات السماد
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +119,Research & Development,البحث و التطوير
apps/erpnext/erpnext/accounts/report/purchase_order_items_to_be_billed/purchase_order_items_to_be_billed.py +20,Amount to Bill,القيمة لإصدار فاتورة
DocType: Company,Registration Details,تفاصيل التسجيل
DocType: Timesheet,Total Billed Amount,إجمالي القيمة المفوترة
DocType: Item Reorder,Re-Order Qty,كمية إعادة الطلب
DocType: Leave Block List Date,Leave Block List Date,تاريخ قائمة أيام حظر الأجازات
DocType: Pricing Rule,Price or Discount,السعر أو الخصم
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +91,BOM #{0}: Raw material cannot be same as main Item,بوم # {0}: المادة الخام لا يمكن أن تكون هي نفسها الصنف الرئيسي
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +92,Total Applicable Charges in Purchase Receipt Items table must be same as Total Taxes and Charges,إجمالي الرسوم المطبقة في جدول أصناف إذن إستلام المشتريات يجب أن تكون نفس إجمالي الضرائب و الرسوم
DocType: Sales Team,Incentives,الحوافز
apps/erpnext/erpnext/hub_node/page/hub/hub.js +64,Register for Hub,تسجيل في المحور
DocType: SMS Log,Requested Numbers,الأرقام المطلوبة
DocType: Volunteer,Evening,مساءاً
DocType: Production Planning Tool,Only Obtain Raw Materials,الحصول فقط علي المواد الخام
DocType: Customer,Bypass credit limit check at Sales Order,تجاوز التحقق من حد الإئتماني في طلب البيع
apps/erpnext/erpnext/config/hr.py +147,Performance appraisal.,تقييم أداء الموظفين.
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py +97,"Enabling 'Use for Shopping Cart', as Shopping Cart is enabled and there should be at least one Tax Rule for Shopping Cart","تمكين 'إستخدام سلة الشراء' طالما تم تمكين سلة الشراء ووجود علي الأقل قاعدة ضرائب واحدة لسلة الشراء"
apps/erpnext/erpnext/controllers/accounts_controller.py +391,"Payment Entry {0} is linked against Order {1}, check if it should be pulled as advance in this invoice.",سند المدفوعات {0} مرتبط بالطلب {1}، تحقق إذا كان يجب سحبه ك دفعة مقدمة في هذه الفاتوره.
DocType: Sales Invoice Item,Stock Details,تفاصيل المخزون
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +29,Project Value,قيمة المشروع
apps/erpnext/erpnext/config/selling.py +321,Point-of-Sale,نقاط البيع
DocType: Fee Schedule,Fee Creation Status,حالة إنشاء الرسوم
DocType: Vehicle Log,Odometer Reading,قراءة عداد المسافات
apps/erpnext/erpnext/accounts/doctype/account/account.py +118,"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","'رصيد الحساب دائن بالفعل.. غير مسموح بتحديد 'الرصيد يجب أن يكون' كـ 'مدين"
DocType: Account,Balance must be,يجب أن يكون الرصيد
DocType: Hub Settings,Publish Pricing,نشر التسعير
DocType: Notification Control,Expense Claim Rejected Message,رسالة رفض  طلب المصروفات
,Available Qty,الكمية المتاحة
DocType: Purchase Taxes and Charges,On Previous Row Total,على إجمالي الصف السابق
DocType: Purchase Invoice Item,Rejected Qty,الكمية المرفوضة
DocType: Setup Progress Action,Action Field,حقل الإجراء
DocType: Healthcare Settings,Manage Customer,إدارة العملاء
DocType: Delivery Trip,Delivery Stops,محطات التسليم
DocType: Salary Slip,Working Days,أيام العمل
DocType: Serial No,Incoming Rate,سعر الوارد
DocType: Packing Slip,Gross Weight,الوزن الإجمالي
apps/erpnext/erpnext/hub_node/doctype/hub_settings/hub_settings.js +47,Enable Hub,تمكين المحور
apps/erpnext/erpnext/public/js/setup_wizard.js +110,The name of your company for which you are setting up this system.,إسم الشركة أو المنظمة التي تقوم بإعداد هذا النظام لها.
DocType: HR Settings,Include holidays in Total no. of Working Days,أيام العطلات تحسب من ضمن أيام العمل
apps/erpnext/erpnext/setup/setup_wizard/operations/sample_data.py +108,Setup your Institute in ERPNext,إعداد المؤسسة التعليمية الخاص بك في ريفاليو
DocType: Agriculture Analysis Criteria,Plant Analysis,تحليل النبات
DocType: Job Applicant,Hold,معلق
DocType: Employee,Date of Joining,تاريخ الإلتحاق بالعمل
DocType: Naming Series,Update Series,تحديث سلسلة الترقيم
DocType: Supplier Quotation,Is Subcontracted,هو تعاقد من الباطن
DocType: Restaurant Table,Minimum Seating,الحد الأدنى للمقاعد
DocType: Item Attribute,Item Attribute Values,قيم السمات المميزة للصنف
DocType: Examination Result,Examination Result,نتيجة الإمتحان
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +843,Purchase Receipt,إذن إستلام مشتريات
,Received Items To Be Billed,أذون إستلام مشتريات لم يتم إصدار فواتير لها
apps/erpnext/erpnext/config/accounts.py +303,Currency exchange rate master.,الماستر الخاص بأسعار صرف العملة.
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +198,Reference Doctype must be one of {0},يجب أن يكون مرجع أو مصدر ال DOCTYPE واحد من {0}
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +322,Unable to find Time Slot in the next {0} days for Operation {1},تعذر العثور على فراغات وقت شاغرة في {0} الأيام القليلة القادمة للتشغيل {1}
DocType: Production Order,Plan material for sub-assemblies,تخطيط المواد للتركيبات الفرعية
apps/erpnext/erpnext/config/selling.py +97,Sales Partners and Territory,شركاء البيع و المناطق
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +585,BOM {0} must be active,البوم {0} يجب أن تكون نشطة
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +221,Closing (Opening + Total),الإغلاق (الإفتتاحي + الإجمالي)
DocType: Journal Entry,Depreciation Entry,قيد إهلاك
apps/erpnext/erpnext/selling/report/sales_person_wise_transaction_summary/sales_person_wise_transaction_summary.py +36,Please select the document type first,الرجاء إختيار نوع الوثيقة و المستند اولاً
apps/erpnext/erpnext/maintenance/doctype/maintenance_visit/maintenance_visit.py +65,Cancel Material Visits {0} before cancelling this Maintenance Visit,إلغاء المواد الخاصة بالزيارة {0} قبل إلغاء زيارة الصيانة هذه
DocType: Crop Cycle,ISO 8016 standard,أيزو 8016 القياسية
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +213,Serial No {0} does not belong to Item {1},رقم السيريال {0} لا ينتمي إلى الصنف {1}
DocType: Purchase Receipt Item Supplied,Required Qty,الكمية المطلوبة
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +127,Warehouses with existing transaction can not be converted to ledger.,المخازن المرتبطة بمعاملة حالية لا يمكن تحويلها إلى دفتر أستاذ.
DocType: Bank Reconciliation,Total Amount,القيمة الإجمالية
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +32,Internet Publishing,نشر على شبكة الإنترنت
DocType: Prescription Duration,Number,رقم
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.js +25,Creating {0} Invoice,إنشاء {0} فاتورة
DocType: Medical Code,Medical Code Standard,معيار الكود الطبي
DocType: Soil Texture,Clay Composition (%),مكون الطفلة (٪)
DocType: Production Planning Tool,Production Orders,أوامر الإنتاج
apps/erpnext/erpnext/assets/doctype/asset_maintenance/asset_maintenance.js +81,Please save before assigning task.,يرجى الحفظ قبل إسناد المهمة.
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +72,Balance Value,قيمة الرصيد
DocType: Lab Test,Lab Technician,فني مختبر
apps/erpnext/erpnext/stock/report/item_prices/item_prices.py +38,Sales Price List,قائمة الأسعار للمبيعات
DocType: Healthcare Settings,"If checked, a customer will be created, mapped to Patient.
Patient Invoices will be created against this Customer. You can also select existing Customer while creating Patient.",إذا تم تحديده، سيتم إنشاء عميل، يتم تعيينه إلى المريض. سيتم إنشاء فواتير المرض مقابل هذا العميل. يمكنك أيضا تحديد العميل الحالي أثناء إنشاء المريض.
DocType: Bank Reconciliation,Account Currency,عملة الحساب
DocType: Lab Test,Sample ID,رقم تعريف العينة
apps/erpnext/erpnext/accounts/general_ledger.py +165,Please mention Round Off Account in Company,يرجى ذكر حساب التقريب في الشركة
DocType: Purchase Receipt,Range,نطاق
DocType: Supplier,Default Payable Accounts,حساب الموردين الإفتراضي
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +49,Employee {0} is not active or does not exist,الموظف {0} غير نشط أو غير موجود
DocType: Fee Structure,Components,المكونات
apps/erpnext/erpnext/assets/doctype/asset/asset.py +272,Please enter Asset Category in Item {0},الرجاء إدخال فئة الأصول في الصنف {0}
apps/erpnext/erpnext/stock/doctype/item/item.py +634,Item Variants {0} updated,تم تحديث متغيرات الصنف {0}
DocType: Quality Inspection Reading,Reading 6,قراءة 6
apps/erpnext/erpnext/templates/emails/recurring_document_failed.html +9,"to be generated. If delayed, you will have to manually change the ""Repeat on Day of Month"" field
of this",التي سيتم إنشاؤها. إذا تأخرت، سيكون عليك تغييرها يدويا من خلال حقل كرر في يوم من الشهر
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +945,Cannot {0} {1} {2} without any negative outstanding invoice,{0} {1} {2} لا يمكن  من دون أي فاتورة مستحقة سالبة
DocType: Purchase Invoice Advance,Purchase Invoice Advance,مقدم فاتورة الشراء
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +197,Row {0}: Credit entry can not be linked with a {1},صف {0}: لا يمكن ربط قيد دائن مع {1}
apps/erpnext/erpnext/config/accounts.py +246,Define budget for a financial year.,تحديد موازنة ل سنة مالية
DocType: Mode of Payment Account,Default Bank / Cash account will be automatically updated in POS Invoice when this mode is selected.,حساب الخزنه / البنك الإفتراضي سوف يعدل تلقائي في فاتورة نقاط البيع عند اختيار طريقة الدفع هذه
DocType: Lead,LEAD-,LEAD-
DocType: Employee,Permanent Address Is,العنوان الدائم هو
DocType: Production Order Operation,Operation completed for how many finished goods?,إكتمال التشغيل لكم عدد من السلع تامة الصنع؟
DocType: Payment Terms Template,Payment Terms Template,نموذج شروط الدفع
apps/erpnext/erpnext/public/js/setup_wizard.js +51,The Brand,العلامة التجارية
DocType: Employee,Exit Interview Details,تفاصيل مقابلة مغادرة الشركة
DocType: Item,Is Purchase Item,هو صنف مشتريات
